type,ident,Latitude,Longitude,Zone,Boundary,Waterbody,Exclude
WAYPOINT,SUW1407,30.05246493,-83.03918441,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1408,30.05318813,-83.03979754,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1409,30.05376765,-83.04059186,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1410,30.05436281,-83.04137021,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1411,30.05487001,-83.04222515,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1412,30.05530276,-83.04313552,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1413,30.05566373,-83.04408554,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1414,30.055952,-83.04506853,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1415,30.05621044,-83.04606328,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1416,30.0564964,-83.04704735,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1417,30.05686468,-83.04799304,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1418,30.05736959,-83.04885284,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1419,30.05790943,-83.04968407,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1420,30.05846811,-83.05049833,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1421,30.0589855,-83.05134828,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1422,30.05953155,-83.05217422,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1423,30.06006512,-83.05301084,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1424,30.06054141,-83.05389133,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1425,30.06099434,-83.05478893,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1426,30.06144699,-83.05568517,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1427,30.06171708,-83.0566647,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1428,30.0620427,-83.05762803,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1429,30.06252083,-83.05850564,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1430,30.0628552,-83.05946653,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1431,30.06316993,-83.06043957,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1432,30.06340901,-83.06143836,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1433,30.06361026,-83.06245053,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1434,30.06383688,-83.06345447,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1435,30.06418764,-83.06441101,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1436,30.06462117,-83.0653202,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1437,30.06514206,-83.06616444,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1438,30.06571855,-83.06696081,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1439,30.06636143,-83.06768795,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1440,30.06703951,-83.068371,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1441,30.06776936,-83.06897608,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1442,30.06857085,-83.0694496,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1443,30.06939008,-83.06988024,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1444,30.07025244,-83.07018003,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1445,30.07112814,-83.0704187,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1446,30.07202189,-83.07052943,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1447,30.07292217,-83.07056738,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1448,30.07382238,-83.07055263,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1449,30.07471714,-83.07043653,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1450,30.07560688,-83.07027386,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1451,30.07646498,-83.06996432,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1452,30.07728577,-83.06953641,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1453,30.07814848,-83.06925376,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1454,30.07904739,-83.06919645,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1455,30.07993468,-83.06907507,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1456,30.08078793,-83.06915896,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1457,30.0815237,-83.06974639,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1458,30.08205823,-83.07057724,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1459,30.08240539,-83.07150655,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1460,30.08260886,-83.07251535,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1461,30.08267669,-83.07355045,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1462,30.08272769,-83.07458745,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1463,30.08277869,-83.07562445,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1464,30.08281908,-83.07666201,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1465,30.08283809,-83.07769937,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1466,30.08281868,-83.07873373,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1467,30.08289527,-83.07976833,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1468,30.08297283,-83.08080296,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1469,30.0830303,-83.08183951,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1470,30.08299809,-83.08287597,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1471,30.0829747,-83.08391391,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1472,30.08301384,-83.08495125,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1473,30.08301394,-83.08598963,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1474,30.08310844,-83.08702183,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1475,30.08333596,-83.08802481,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1476,30.08374085,-83.08894733,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1477,30.08429978,-83.08976179,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1478,30.08483927,-83.09059364,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1479,30.0853806,-83.0914239,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1480,30.08593458,-83.09224293,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1481,30.08650501,-83.09304677,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1482,30.08711148,-83.09381282,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1483,30.08781349,-83.09445971,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1484,30.0885669,-83.09502822,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1485,30.08933225,-83.09557612,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1486,30.09000198,-83.09624793,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1487,30.09056743,-83.09705632,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1488,30.09106148,-83.09792128,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1489,30.09143158,-83.09886605,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1490,30.09165614,-83.09987089,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1491,30.09173094,-83.10090601,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1492,30.09177404,-83.10194319,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1493,30.09177504,-83.10298194,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1494,30.09177416,-83.10402068,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1495,30.09175021,-83.10505849,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1496,30.09160843,-83.10608429,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1497,30.0914493,-83.10710651,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1498,30.09126122,-83.10812237,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1499,30.09122854,-83.10915985,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1500,30.09117537,-83.11019639,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1501,30.09113528,-83.11123335,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1502,30.09150659,-83.11212097,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1503,30.09215873,-83.112825,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1504,30.09291621,-83.11338237,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1505,30.09376687,-83.11372395,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1506,30.09463532,-83.11399281,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1507,30.0955285,-83.11410635,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1508,30.09642903,-83.1141352,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1509,30.09732958,-83.11416337,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1510,30.09823024,-83.1141844,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1511,30.09913109,-83.1141947,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1512,30.10003156,-83.1142262,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1513,30.10092884,-83.11416764,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1514,30.1018237,-83.11407546,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1515,30.10265914,-83.11442629,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1516,30.10328554,-83.11516157,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1517,30.10386252,-83.1159594,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1518,30.10435099,-83.11682948,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1519,30.10474252,-83.117765,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1520,30.10508135,-83.1187267,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1521,30.10530842,-83.11972961,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1522,30.10536085,-83.12076544,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1523,30.10519659,-83.12178263,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1524,30.10485802,-83.12273464,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1525,30.10428109,-83.12352318,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1526,30.10357011,-83.12416086,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1527,30.10284827,-83.1247806,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1528,30.10206318,-83.12528989,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1529,30.10130751,-83.12584418,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1530,30.10064548,-83.12654681,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1531,30.10012808,-83.12739712,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1532,30.09965597,-83.12828121,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1533,30.09912421,-83.12911774,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1534,30.09856678,-83.12993377,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1535,30.09797458,-83.13071544,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1536,30.09741772,-83.13152746,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1537,30.09685002,-83.13231093,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1538,30.09680266,-83.13333033,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1539,30.09706641,-83.13431539,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1540,30.09758195,-83.13515556,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1541,30.09825754,-83.13583795,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1542,30.09900185,-83.13642159,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1543,30.09977668,-83.13695126,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1544,30.10055581,-83.1374728,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1545,30.10134056,-83.13797648,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1546,30.10216731,-83.13835177,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1547,30.10272077,-83.13917032,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1548,30.10318758,-83.14005724,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1549,30.10364365,-83.14095273,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1550,30.10405134,-83.14187466,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1551,30.10434032,-83.14285715,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1552,30.10444821,-83.14387585,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1553,30.10420587,-83.14487308,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1554,30.10388045,-83.14584117,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1555,30.10373454,-83.14685959,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1556,30.10374915,-83.14789655,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1557,30.10387515,-83.14892438,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1558,30.10411744,-83.14992463,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1559,30.10447185,-83.15087627,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1560,30.10492954,-83.15177036,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1561,30.10546252,-83.15260745,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1562,30.10605059,-83.15339402,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1563,30.10662876,-83.15419073,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1564,30.10718551,-83.15500616,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1565,30.10768728,-83.15586901,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1566,30.10815814,-83.15675367,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1567,30.10858831,-83.15766628,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1568,30.10898623,-83.15859836,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1569,30.10941184,-83.15951387,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1570,30.10982249,-83.16043615,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1571,30.11009906,-83.16142454,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1572,30.11002214,-83.16244989,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1573,30.1095191,-83.16330367,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1574,30.10878321,-83.16388585,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1575,30.1079771,-83.16434973,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1576,30.10716381,-83.16479646,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1577,30.1063377,-83.16521048,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1578,30.10546521,-83.16546927,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1579,30.10458446,-83.16568279,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1580,30.10369435,-83.16583115,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1581,30.10282866,-83.1661179,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1582,30.1020664,-83.16665531,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1583,30.10127683,-83.16714999,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1584,30.10069239,-83.16793398,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1585,30.10015821,-83.16876651,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1586,30.09962638,-83.16958736,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1587,30.09934671,-83.17057442,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1588,30.09921505,-83.17159373,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1589,30.09932335,-83.17262087,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1590,30.09955515,-83.17362414,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1591,30.09979638,-83.17462497,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1592,30.10001798,-83.17563186,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1593,30.10014522,-83.17665152,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1594,30.09994176,-83.17765787,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1595,30.09968641,-83.17865178,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1596,30.09938616,-83.17963094,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1597,30.09887493,-83.18047357,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1598,30.09813663,-83.18105757,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1599,30.09726176,-83.18128539,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1600,30.09636433,-83.18136571,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1601,30.09547835,-83.18150626,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1602,30.09467623,-83.18195413,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1603,30.09423515,-83.18282218,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1604,30.09417301,-83.18383611,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1605,30.09435823,-83.18484952,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1606,30.09470596,-83.18580422,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1607,30.0953224,-83.18655431,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1608,30.0960428,-83.18717804,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1609,30.09679089,-83.18775559,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1610,30.09758275,-83.18824837,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1611,30.09834981,-83.18879301,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1612,30.09910797,-83.18935413,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1613,30.09984571,-83.18995031,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1614,30.10055764,-83.19058599,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1615,30.10128075,-83.19120542,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1616,30.10199591,-83.1918344,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1617,30.10265191,-83.19254582,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1618,30.10325612,-83.19331569,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1619,30.10380947,-83.19413351,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1620,30.10431055,-83.19499654,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1621,30.10479482,-83.19587108,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1622,30.10516425,-83.19681853,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1623,30.10553957,-83.1977628,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1624,30.10585193,-83.19873661,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1625,30.10587411,-83.19976145,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1626,30.105794,-83.20079621,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1627,30.10570995,-83.20183007,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1628,30.10555674,-83.20285383,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1629,30.10540679,-83.20387822,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1630,30.10527426,-83.20490561,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1631,30.10515936,-83.20593601,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1632,30.1048737,-83.20692118,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1633,30.10460189,-83.20791163,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1634,30.10428594,-83.20888299,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1635,30.10391846,-83.20983147,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1636,30.10354384,-83.21077517,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1637,30.1033323,-83.2117793,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1638,30.10331124,-83.21281253,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1639,30.10338606,-83.2138478,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1640,30.1037729,-83.2147669,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1641,30.10442707,-83.21548067,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1642,30.10512828,-83.21613085,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1643,30.10589833,-83.21666671,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1644,30.10670841,-83.21712103,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1645,30.10750455,-83.21760724,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1646,30.10828678,-83.21812181,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1647,30.10904575,-83.21868112,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1648,30.10969343,-83.21939408,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1649,30.11030032,-83.22016189,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1650,30.11086751,-83.2209623,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1651,30.1112841,-83.22188263,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1652,30.11159922,-83.22285484,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1653,30.11207995,-83.22371899,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1654,30.11262292,-83.22454796,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1655,30.11318613,-83.2253565,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1656,30.11393371,-83.22592754,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1657,30.11478229,-83.22626054,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1658,30.11567814,-83.22634069,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1659,30.116574,-83.22624018,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1660,30.11746912,-83.22612264,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1661,30.11836423,-83.2260051,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1662,30.11925935,-83.22588756,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1663,30.12015447,-83.22577001,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1664,30.12104959,-83.22565247,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1665,30.1219449,-83.22553687,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1666,30.12284063,-83.22542561,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1667,30.12373635,-83.22531434,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1668,30.12463208,-83.22520308,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1669,30.12552589,-83.22507481,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1670,30.12641684,-83.22492087,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1671,30.12731409,-83.22491388,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1672,30.12821363,-83.22497113,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1673,30.12911317,-83.22502839,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1674,30.13001271,-83.22508564,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1675,30.13091214,-83.22514514,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1676,30.13181088,-83.22507698,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1677,30.13270415,-83.22494559,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1678,30.13359649,-83.22480261,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1679,30.13449084,-83.22467829,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1680,30.13539032,-83.22463339,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1681,30.13628738,-83.22467967,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1682,30.13716644,-83.22490333,2,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1683,30.13804058,-83.22515461,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1684,30.13883721,-83.22562837,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1685,30.13961977,-83.22614326,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1686,30.14040233,-83.22665816,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1687,30.14118489,-83.22717306,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1688,30.14184617,-83.22787754,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1689,30.1425034,-83.22858833,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1690,30.1431607,-83.22929906,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1691,30.14381864,-83.23000901,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1692,30.14447658,-83.23071896,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1693,30.14513451,-83.23142891,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1694,30.14579244,-83.23213888,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1695,30.14645037,-83.23284886,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1696,30.14714715,-83.23350732,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1697,30.14784774,-83.23416073,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1698,30.14854832,-83.23481416,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1699,30.1492489,-83.23546759,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1700,30.14994932,-83.23612125,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1701,30.15060421,-83.23683499,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1702,30.15121919,-83.23758921,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1703,30.15179338,-83.23838678,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1704,30.15262011,-83.23868769,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1705,30.15350554,-83.23859787,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1706,30.15427865,-83.23807582,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1707,30.15497052,-83.23741229,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1708,30.15563839,-83.23671471,3,FALSE,Suwannee River,FALSE
WAYPOINT,SUW1709,30.15630625,-83.23601712,3,FALSE,Suwannee River,FALSE
